"","X1","X2","X3","X4","X5","X6","X7","X8","X9","year"
"36","35.","12","Maddie Hibshman","","4:52.03PR","WI","Onalaska","May 23","WIAA Regional - Div 1 - Portage",2011
"37","36.","11","Lily Williams","","4:52.05","FL","Lawton Chiles","Apr 01","Pepsi Florida Relays",2011
"38","37.","12","Colleen Quigley","","4:52.17PR","MO","Nerinx Hall","May 28","MSHSAA Class 4 State Championships",2011
"39","38.","10","Sophie Chase","","4:52.23","VA","Lake Braddock Secondary","May 27","VHSL Northern Region Championships",2011
"40","39.","10","Kacy Smith","","4:52.39PR","FL","Estero","Apr 01","Pepsi Florida Relays",2011
"41","40.","12","Jaye Buchbinder","","4:52.69PR","CA","Chadwick","Jun 03","CIF State Championship Prelims",2011
"42","41.","10","Sabrina Southerland","","4:52.85PR","NY","Benjamin Cardozo","May 12","Glenn D. Loucks Games (44th) 2011",2011
"43","42.","12","Shannon Osika","","4:52.9h","MI","Waterford Mott","May 20","MHSAA Regionals",2011
"44","43.","12","Eleanor Fulton","","4:52.95","CO","Highlands Ranch","May 13","Continental League Championships 2011",2011
"45","44.","11","Lyndsey Mull","","4:53.08","CA","Redondo Union","Jun 03","CIF State Championship Prelims",2011
"46","45.","9","Sarah Baxter","","4:53.23","CA","Simi Valley","May 14","CIF SS - Div I Prelims",2011
"47","46.","11","Angel Piccirillo","","4:53.42","PA","Homer Center","May 28","PIAA State Track & Field Championships",2011
"48","47.","12","Sarah Paddon","","4:53.45PR","CA","St. Margaret’s","Jun 04","CIF State Championship Finals",2011
"49","48.","12","Emily Frydrych","","4:53.47PR","DE","St. Mark's","May 14","New Castle County Championships",2011
"50","49.","11","Kimberley Ficenec","","4:53.70PR","VA","Mountain View","Jun 04","VHSL Group AAA State Championships",2011
"51","50.","12","Macy Bricks","","4:53.72PR","CA","Buchanan","May 21","C.i.f. Central Section Championships",2011
"52","51.","12","Kelsey Santisteban","","4:53.75PR","CA","Castro Valley","May 28","NCS Meet of Champions Finals",2011
"53","52.","6","Daesha Rogers","","4:54.14","FL","American Heritage","Apr 20","FHSAA 2A Region 4 Championship",2011
"54","53.","11","Audrey Batzel","","4:54.18","VA","Ocean Lakes","Jun 04","VHSL Group AAA State Championships",2011
"55","54.","10","Andrea Ostenso","","4:54.20PR","WI","Ladysmith","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"56","55.","12","Connor Ward","","4:54.21PR","TX","Lewisville Flower Mound","May 14","U.I.L. Texas 5A State T&F Championships",2011
"57","56.","12","Allie Woodward","","4:54.25PR","WI","Notre Dame","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"58","","12","Tansey Lystad","","4:54.25PR","WA","Inglemoor","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"59","58.","11","Ajee' Wilson","","4:54.31","NJ","Neptune","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"60","59.","11","Hannah Brown","","4:54.32PR","VA","Blacksburg","May 07","VMI HS Classic",2011
"61","60.","10","Sarah Fakler","","4:54.39","AZ","Xavier College Preparatory","May 11","AIA Division I Track & Field Championships - Day 1",2011
"62","61.","12","Nicci Corbin","","4:54.43PR","CA","Tesoro","May 27","CIF-SS Masters Meet",2011
"63","62.","12","Julia Foster","","4:54.61PR","NM","Albuquerque Academy","Mar 26","Chandler Rotary Seeded Invitational",2011
"64","63.","11","Amy Weissenbach","","4:54.66","CA","Harvard-Westlake","May 21","CIF SS Divisional Finals",2011
"65","64.","12","Emma Brink","","4:54.67","KY","Sacred Heart Academy","Apr 29","Eastern Relays",2011
"66","65.","12","Susannah Hurst","","4:54.68PR","UT","East","May 20","Utah State Championships 2011",2011
"67","66.","9","Kayla Brown","","4:54.95PR","VA","Thomas A Edison","Apr 30","Cassel's XBC Track Experience",2011
"68","67.","12","Stephanie Schappert","","4:54.98","FL","Pope John Paul II","Apr 30","FHSAA 2A State Championships",2011
"69","68.","12","Lindsay Clark","","4:55.00PR","MI","Walled Lake Western","Jun 04","MHSAA Division I L.P. State Finals",2011
"70","69.","9","Megan Huebner","","4:55.12","CA","La Quinta (La Quinta)","May 21","CIF SS Divisional Finals",2011
"71","70.","10","Elinor Purrier","","4:55.28PR","VT","Richford","Jun 11","New England Championship",2011
"72","71.","10","Victoria Schoettmer","","4:55.31PR","IN","Center Grove","Jun 04","IHSAA State Finals",2011
"73","72.","11","Abbey Leonardi","","4:55.4h","ME","Kennebunk","Jun 04","Maine Class A State Championship",2011
"74","73.","12","Jennifer Owen","","4:55.43","CA","West Ranch","Apr 15","Mt. SAC Relays Distance Carnival",2011
"75","74.","12","Gina Talt","","4:55.45PR","NY","Mamaroneck","May 12","Glenn D. Loucks Games (44th) 2011",2011
"76","75.","12","Annie-Norah Beveridge","","4:55.60PR","MI","Ann Arbor Huron","Jun 04","MHSAA Division I L.P. State Finals",2011
"77","76.","11","Dina Iacone","","4:55.70PR","NJ","Washington Township","Jun 03","NJSIAA Grp IV Championship",2011
"78","","11","Katherine Hoevet","","4:55.7hPR","MI","Ann Arbor Pioneer","May 20","MHSAA Regional",2011
"79","78.","10","Claudia Disomma","","4:55.71","NJ","Sparta","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"80","79.","11","Margo Malone","","4:55.72","PA","North Hills","May 28","PIAA State Track & Field Championships",2011
"81","80.","11","Xochitl Navarette","","4:55.76","CA","Colony","Apr 30","Sacramento Meet Of Champions",2011
"82","81.","10","Avery Evenson","","4:55.8h","MI","Hartland","May 20","MHSAA Regionals",2011
"83","","11","Helen Willman","","4:55.80PR","IN","Noblesville","Jun 04","IHSAA State Finals",2011
"84","83.","12","Annie LeHardy","","4:55.85PR","VA","Hidden Valley","May 28","VHSL Region IV Outdoor Championships",2011
"85","84.","12","Kaitlin Flattman","","4:56.04PR","LA","Benton","May 06","LHSAA 2A State Track & Field Championships",2011
"86","85.","12","Ava Kent","","4:56.07PR","CA","Orange Lutheran","May 06","Trinity League Finals",2011
"87","86.","10","Emily Waligurski","","4:56.20PR","NY","Onteora","May 12","Glenn D. Loucks Games (44th) 2011",2011
"88","87.","11","Liana Marzano","","4:56.29PR","NJ","Red Bank Catholic","May 11","Monmouth County Championships",2011
"89","88.","9","Anna Maxwell","","4:56.31","CA","San Lorenzo Valley","Jun 03","CIF State Championship Prelims",2011
"90","89.","12","Lindsey Olivere","","4:56.33PR","DE","Archmere Academy","May 14","New Castle County Championships",2011
"91","90.","10","Cara Ulizio","","4:56.39","CA","Redondo Union","May 27","CIF-SS Masters Meet",2011
"92","91.","12","Liz Reida","","4:56.42PR","MO","Kickapoo","May 28","MSHSAA Class 4 State Championships",2011
"93","92.","12","Catherine Martinez","","4:56.54PR","CA","Fountain Valley","May 21","CIF SS Divisional Finals",2011
"94","93.","12","Katie Fry","","4:56.57PR","CA","Exeter","Apr 02","West Coast Relays",2011
"95","94.","12","Kelsey Smith","","4:56.59","NH","Exeter","Jun 04","New Hampshire Meet of Champions 2011",2011
"96","95.","9","Ellie Gonzalez","","4:56.65PR","MD","The Catholic High","May 11","MIAA/IAAM Championship",2011
"97","96.","12","Brianna Johnson","","4:56.66PR","IN","Carroll (Fort Wayne)","Jun 04","IHSAA State Finals",2011
"98","97.","12","Jackie Nicholas","","4:56.79PR","CT","Nonnewaug","Jun 11","New England Championship",2011
"99","98.","11","Sarah Bennett","","4:56.80PR","IN","Carmel","May 06","Hamilton County Championship",2011
"100","99.","11","Rolonda Jumbo","","4:56.83","AZ","Chinle","Mar 26","Chandler Rotary Seeded Invitational",2011
"101","100.","9","Katie Fortner","","4:57.02PR","VA","Cave Spring","May 28","VHSL Region IV Outdoor Championships",2011
"102","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)",NA,2011
"103","","","Athlete","","Mark","ST","Team","Date","Meet",2011
"104","101.","12","Emily De la bruyere","","4:57.06PR","NY","The Brearley","May 12","Glenn D. Loucks Games (44th) 2011",2011
"105","102.","11","Danielle Aragon","","4:57.08PR","MT","Billings Senior","May 07","Butte Quad",2011
"106","","11","Zahri Jackson","","4:57.08PR","TX","Humble Kingwood Park","Apr 21","Woodlands Regional Qualifer Meet",2011
"107","104.","11","Dana Giordano","","4:57.25PR","NJ","Bernards","Jun 03","NJSIAA Grp II Championship",2011
"108","105.","12","Felicia O'Donnell","","4:57.48PR","NJ","Delsea Regional","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"109","106.","12","Michaela Carnegie","","4:57.59PR","MI","Benzie Central","Jun 04","MHSAA D3 State Meet LP Final",2011
"110","107.","12","Aryn Foland","","4:57.61PR","CA","Mira Costa","May 14","CIF SS - Div II Prelims",2011
"111","108.","12","Krista DeCeault","","4:57.67PR","VA","Sherando","Jun 04","VHSL Group AA State Championships",2011
"112","109.","12","Teresa Mallory","","4:57.72PR","CA","Golden Valley (SJ)","Jun 03","CIF State Championship Prelims",2011
"113","110.","11","Ali Wiersma","","4:57.79","MI","Allendale","Jun 04","MHSAA D3 State Meet LP Final",2011
"114","111.","11","Meghan Shea","","4:57.90","TX","McKinney","May 14","U.I.L. Texas 3A, 4A State T&F Championships 2011",2011
"115","112.","12","Annie Mooney","","4:57.92PR","CA","Mission College Prep Catholic","May 21","CIF SS Divisional Finals",2011
"116","113.","12","Emily Dunn","","4:57.96PR","TX","FEAST Home School","Mar 26","Jesuit-Sheaner Relays",2011
"117","114.","11","Taylor Manett","","4:58.00","MI","Rockford","May 28","MITCA D1 Team State Championship",2011
"118","115.","10","Rachel Jones","","4:58.03PR","TX","Lewisville Hebron","Apr 12","District 8 - 5a",2011
"119","116.","11","Caitlin Krol","","4:58.08","CA","Cathedral Catholic","Jun 03","CIF State Championship Prelims",2011
"120","117.","12","Daronisha Lott","","4:58.18PR","FL","Pine Forest","May 06","FHSAA 3A State Championships",2011
"121","118.","12","Jessica Jackson","","4:58.22PR","MO","Neosho","May 28","MSHSAA Class 4 State Championships",2011
"122","119.","8","Julie Wollrath","","4:58.24PR","FL","Holy Trinity Episcopal","Apr 29","FHSAA 1A State Championships",2011
"123","120.","12","Aubrey Waggoner","","4:58.29PR","CT","Conard","Jun 06","CIAC State Open Championship 2011",2011
"124","121.","12","Chloe Maleski","","4:58.32","NH","Keene","Jun 04","New Hampshire Meet of Champions 2011",2011
"125","122.","9","Emma Abrahamson","","4:58.39","CA","La Costa Canyon","Mar 26","ASICS/Mt. Carmel Invitational",2011
"126","","12","Chelsey Phoebus","","4:58.39PR","MO","LSW Lee's Summit West","May 28","MSHSAA Class 4 State Championships",2011
"127","124.","11","Alexis Panisse","","4:58.46","NY","Benjamin Cardozo","May 12","Glenn D. Loucks Games (44th) 2011",2011
"128","125.","9","Paige Peschel","","4:58.47PR","WI","Westfield/Montello","May 26","WIAA Sectional - Div 2 - Boscobel",2011
"129","126.","10","Olivia Ortiz","","4:58.48","FL","Lakewood Ranch","May 06","FHSAA 3A State Championships",2011
"130","127.","12","Colleen Riley","","4:58.53PR","MO","Lindbergh","May 28","MSHSAA Class 4 State Championships",2011
"131","128.","10","Alli Cash","","4:58.59","KS","Shawnee Mission West","May 28","KSHSAA State Track Meet",2011
"132","129.","10","Maggie Montoya","","4:58.60","AR","Rogers","Apr 22","Kansas Relays",2011
"133","130.","12","Caroline Murray","","4:58.70PR","CT","New Canaan","Jun 11","New England Championship",2011
"134","","11","Samantha Jones","","4:58.70PR","NJ","Randolph","Jun 03","NJSIAA Grp IV Championship",2011
"135","132.","11","Samantha George","","4:58.75","NC","Millbrook","May 14","NCHSAA 4A State Track & Field Championships",2011
"136","133.","10","Arin Rice","","4:58.87","TX","Canyon","May 14","U.I.L. Texas 3A, 4A State T&F Championships 2011",2011
"137","134.","9","Danielle Levitt","","4:58.88PR","NJ","Lacey Township","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"138","135.","11","Emily Perez","","4:58.89PR","TX","La Joya Juarez-Lincoln","Apr 21","Woodlands Regional Qualifer Meet",2011
"139","","11","Madison Granger","","4:58.89PR","MA","Belchertown","Jun 11","New England Championship",2011
"140","137.","10","Katie Willard","","4:58.91PR","TX","Conroe The Woodlands","Apr 21","Woodlands Regional Qualifer Meet",2011
"141","","11","Karina Ernst","","4:58.91","CO","Thompson Valley","Apr 30","Liberty Bell Invitational 2011",2011
"142","139.","10","Sandie Raines","","4:58.92","TX","Humble Kingwood","May 14","U.I.L. Texas 5A State T&F Championships",2011
"143","140.","10","Bethany Brown","","4:58.96","ME","Waterville","Jun 11","New England Championship",2011
"144","","9","Megan O'Neil","","4:58.96","MI","Remus Chippewa Hills","May 21","MHSAA Region 16-2",2011
"145","142.","10","Hannah Lowery","","4:59.00PR","VA","Stafford","May 27","VHSL Northwest Region Championships",2011
"146","143.","12","Jenna Dubrow","","4:59.01PR","NJ","Jackson Memorial","Jun 03","NJSIAA Grp IV Championship",2011
"147","144.","10","Bridget Blake","","4:59.05","FL","Dr Phillips","Apr 09","Brian Jaeger/Elite Classic",2011
"148","145.","11","Tricia Serres","","4:59.11","WI","Platteville","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"149","146.","9","Emily Edwards","","4:59.20","FL","Canterbury (Fort Myers)","Apr 21","FHSAA 1A Region 3 Championship",2011
"150","147.","9","Megan Beauchene","","4:59.21","WA","Kamiakin","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"151","148.","12","Allie Schaich","","4:59.26PR","GA","Lambert","May 14","GHSA Girls AAAA State Championships",2011
"152","149.","11","Victoria Gerlach","","4:59.28PR","PA","Pennridge","May 20","PIAA District 1 AAA Championships",2011
"153","150.","9","Kennedy Weisner","","4:59.29","PA","Elk County Catholic","May 28","PIAA State Track & Field Championships",2011
"154","","10","Chrissy Monson","","4:59.29PR","MN","Albert Lea","Jun 11","MSHSL State Meet",2011
"155","152.","11","Danielle Pfeifer","","4:59.37","OH","McAuley","Apr 29","Eastern Relays",2011
"156","153.","12","Taylor Williams","","4:59.38PR","CA","Orange Lutheran","May 21","CIF SS Divisional Finals",2011
"157","154.","12","Margaret Leak","","4:59.41PR","NC","Mount Tabor","May 14","NCHSAA 4A State Track & Field Championships",2011
"158","155.","12","Maureen Tremblay","","4:59.4hPR","WA","Gig Harbor","May 21","West Central District - Day 2",2011
"159","","10","Shanoah Souza","","4:59.50PR","CA","La Costa Canyon","May 21","San Diego Section CIF Prelims",2011
"160","157.","11","Jamie Piepenburg","","4:59.51","MN","Jefferson - Alexandria","Jun 11","MSHSL State Meet",2011
"161","158.","11","Kristen Traub","","4:59.53","NJ","Eastern Christian","Jun 09","NJSIAA Meet of Champions 2011",2011
"162","159.","12","Kathryn Fluehr","","4:59.56","FL","Community School","Apr 21","FHSAA 1A Region 3 Championship",2011
"163","160.","12","Rachel Johnson","","4:59.63","TX","Plano","May 03","UIL Region I-5A Track & Field Championships",2011
"164","161.","12","Jordan Chester","","4:59.68PR","IN","Boone Grove","Jun 04","IHSAA State Finals",2011
"165","162.","12","Brooke Koblitz","","4:59.72PR","GA","Centennial","Apr 30","Region 6-AAAAA Girls Championships",2011
"166","163.","11","Sara Barron","","4:59.73","MI","Pontiac Notre Dame Prep","May 24","CHSL AB Championship",2011
"167","164.","11","Mary Kate Ponder","","4:59.85","FL","Mandarin","May 07","FHSAA 4A State Championships",2011
"168","165.","12","Chloe Schmidt","","4:59.87","PA","State College Area","May 28","PIAA State Track & Field Championships",2011
"169","166.","12","Becca Dyson","","4:59.88","MN","Roseville","Jun 11","MSHSL State Meet",2011
"170","167.","10","Rachel Givens","","4:59.89","FL","Lawton Chiles","May 06","FHSAA 3A State Championships",2011
"171","168.","12","Samantha Levin","","4:59.90","MO","Ladue Horton Watkins","Apr 22","Kansas Relays",2011
"172","169.","10","Sabrina Seay","","4:59.94","CA","Mt Carmel","Apr 14","Mt. Carmel @ Poway",2011
"173","","9","Kelsie Schwartz","","4:59.94PR","MI","Warren Regina","May 24","CHSL AB Championship",2011
"174","171.","11","Julie Macedo","","5:00.00","DE","Charter School of Wilmington","Apr 09","Burgess Invitational",2011
"175","","9","Kinsey Miller","","5:00.00PR","TX","Nederland","Apr 21","Woodlands Regional Qualifer Meet",2011
"176","173.","12","Rebecca Chandler","","5:00.02PR","FL","The Bolles School","Apr 11","FHSAA 2A District 4 Championships",2011
"177","174.","10","Samantha Hicks","","5:00.04PR","NH","Laconia","May 28","NHIAA Division II Track & Field Championships",2011
"178","175.","11","Ashlyn Dadkhah","","5:00.06","CA","Torrey Pines","May 21","San Diego Section CIF Prelims",2011
"179","176.","12","Mara Olson","","5:00.07PR","MN","St Louis Park","Jun 11","MSHSL State Meet",2011
"180","","10","Brooke Gordon","","5:00.07PR","NC","T C Roberson","May 14","NCHSAA 4A State Track & Field Championships",2011
"181","","9","Alicia Williams","","5:00.07PR","CA","Corona","May 14","CIF SS - Div I Prelims",2011
"182","179.","10","Courtney Hawkins","","5:00.09PR","NH","Milford","May 28","NHIAA Division II Track & Field Championships",2011
"183","","9","Alex Warzyniak","","5:00.09","IN","Bloomington South","Jun 04","IHSAA State Finals",2011
"184","181.","10","Darby Middlebrook","","5:00.10","NC","Watauga","May 14","NCHSAA 4A State Track & Field Championships",2011
"185","182.","12","Kinsey Gomez","","5:00.15PR","ID","Coeur D'Alene","Apr 23","CDA Invitational",2011
"186","183.","12","Sara VanDyke","","5:00.19PR","CA","Marina","Apr 16","Orange Country Championships",2011
"187","184.","11","Samantha Nightingale","","5:00.22","MO","Blue Springs South","May 28","MSHSAA Class 4 State Championships",2011
"188","","12","Grace VanDeGrift","","5:00.22PR","FL","Durant","Apr 01","Pepsi Florida Relays",2011
"189","186.","12","Camille Bouvet","","5:00.25PR","MD","Walter Johnson","May 28","Maryland 4A State Track & Field Championships",2011
"190","187.","9","Melissa Fairchild","","5:00.32","CA","Serrano","May 21","CIF SS Divisional Finals",2011
"191","188.","11","Cassandra Smith","","5:00.36","CA","Trabuco Hills","May 21","CIF SS Divisional Finals",2011
"192","189.","12","Raquel Lambdin","","5:00.37PR","CA","Adolfo Camarillo","Apr 29","Ventura County Championships",2011
"193","190.","11","Cali Roper","","5:00.38PR","TX","Willis","Apr 13","District 18-4A",2011
"194","","12","Kira Soderstrom","","5:00.38PR","FL","Winter Park","Apr 27","FHSAA 4A Region 1 Championship",2011
"195","192.","11","Bailey Parmalee","","5:00.39PR","MI","Greenville","May 20","MHSAA Track Regional 1-1",2011
"196","193.","12","Katie Watson","","5:00.41PR","NJ","Summit","Jun 03","NJSIAA Grp II Championship",2011
"197","194.","11","Katie Morris","","5:00.42PR","WA","Shadle Park","May 20","GSL/Big 9 Regionals",2011
"198","195.","12","Janessa Dunn","","5:00.45PR","TX","FEAST Home School","Mar 26","Jesuit-Sheaner Relays",2011
"199","196.","11","Hannah Grossman","","5:00.47","PA","Strath Haven","May 20","PIAA District 1 AAA Championships",2011
"200","197.","9","Maddie McLellan","","5:00.48","TX","Conroe The Woodlands","Apr 21","Woodlands Regional Qualifer Meet",2011
"201","198.","11","Rachele Schulist","","5:00.50","MI","Zeeland West","May 28","MITCA D2 Team State Championship",2011
"202","","12","Courtney Wood","","5:00.50PR","MO","Neosho","May 28","MSHSAA Class 4 State Championships",2011
"203","200.","12","Kelli Williams","","5:00.58PR","FL","J.W. Mitchell","May 06","FHSAA 3A State Championships",2011
"204","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)","View Next Page 
                    (Total stats: 30,735)",NA,2011
"205","","","Athlete","","Mark","ST","Team","Date","Meet",2011
"206","201.","12","Lindsay Crevoiserat","","5:00.58","CT","Glastonbury","May 31","Class LL Championships",2011
"207","","12","Lauren Hehir","","5:00.58PR","NY","Washingtonville","May 12","Glenn D. Loucks Games (44th) 2011",2011
"208","203.","11","Carina Novell","","5:00.61PR","CA","Granada","May 28","NCS Meet of Champions Finals",2011
"209","204.","10","Olivia Goins","","5:00.64PR","CA","Canyon (Anaheim)","May 14","CIF SS - Div II Prelims",2011
"210","","10","Kellie Davis","","5:00.64","CT","Hillhouse","Jun 01","CIAC Class M Championship",2011
"211","","12","Kaycee Holcomb","","5:00.64PR","CA","Oak Park","Apr 29","Ventura County Championships",2011
"212","207.","12","Dynasty Gammage","","5:00.65","CA","Poly (Long Beach)","May 14","CIF SS - Div I Prelims",2011
"213","208.","11","Mary Davis","","5:00.71PR","IN","Indianapolis Bishop Chatard","Jun 04","IHSAA State Finals",2011
"214","209.","11","Bridget Blum","","5:00.72","CA","San Francisco University","May 28","NCS Meet of Champions Finals",2011
"215","210.","10","Maria Hauger","","5:00.85","MN","Shakopee","Jun 11","MSHSL State Meet",2011
"216","211.","10","Chandler Olson","","5:00.89","WA","Woodinville","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"217","212.","11","Shelby Davidson","","5:00.95","FL","Cocoa Beach","Apr 30","FHSAA 2A State Championships",2011
"218","213.","11","Erika Barr","","5:00.98PR","CA","Simi Valley","May 21","CIF SS Divisional Finals",2011
"219","","11","Amy Darlington","","5:00.98PR","PA","Liberty (Bethlehem)","May 19","PIAA District 11 AAA Championships",2011
"220","","12","Haley Cutright","","5:00.98PR","VA","Hidden Valley","Jun 04","VHSL Group AA State Championships",2011
"221","216.","10","Jill Hardies","","5:01.09","IL","Hinsdale (Central)","Apr 23","Sue Paraseau Invitational",2011
"222","217.","12","Jocelyn Todd","","5:01.17PR","MO","Ladue Horton Watkins","May 28","MSHSAA Class 4 State Championships",2011
"223","218.","11","Rachel Brajkovich","","5:01.23PR","CA","La Reina","Apr 29","Ventura County Championships",2011
"224","219.","12","Kristen Landry","","5:01.26PR","NJ","Mountain Lakes","Jun 04","NJSIAA Group Championships 1,4 & NP A",2011
"225","220.","12","Hope Jordan","","5:01.32PR","IN","Bremen","Jun 04","IHSAA State Finals",2011
"226","221.","12","Sarah McIntosh","","5:01.35PR","IL","Palatine","May 21","IHSA Girls AAA State Finals 2011",2011
"227","222.","10","Erin Finn","","5:01.4h","MI","West Bloomfield","Mar 26","EMU Huron Relays",2011
"228","223.","12","Madeline Rathbun","","5:01.41","WA","Lakeside (Seattle)","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"229","224.","10","Madeleine Ankhelyi","","5:01.43","CA","Vista Del Lago (Folsom)","May 27","Sac-Joaquin Section Masters Finals",2011
"230","","12","Aimee Trujillo","","5:01.43PR","CA","Poway","May 28","San Diego Section CIF Masters",2011
"231","226.","11","Kelly Schubert","","5:01.45PR","MI","Manistee","Jun 04","MHSAA D3 State Meet LP Final",2011
"232","227.","11","Rachel Meadows","","5:01.54PR","CA","Campolindo","May 28","NCS Meet of Champions Finals",2011
"233","228.","12","Maura Linde","","5:01.62","MD","Century","May 11","Carroll County Championships",2011
"234","229.","12","Ashley Roberts","","5:01.65","CA","Poly (Riverside)","May 14","CIF SS - Div I Prelims",2011
"235","","11","Kaitlyn Kramer","","5:01.65","NC","Ardrey Kell","May 14","NCHSAA 4A State Track & Field Championships",2011
"236","231.","10","Faith Makau","","5:01.66","CA","Enochs","Jun 03","CIF State Championship Prelims",2011
"237","232.","9","Jackie Dubnicka","","5:01.67","WI","Arrowhead","May 26","WIAA Sectional - Div 1 - Homestead",2011
"238","","10","Katie Hanss","","5:01.67PR","NY","The Brearley","May 12","Glenn D. Loucks Games (44th) 2011",2011
