"","X1","X2","X3","X4","X5","X6","X7","X8","X9","year"
"115","","12","Iris Hardarson","","55.85PR","CO","Littleton","May 21","Colorado All-Classification State Track Meet",2011
"116","","11","Jacqueline Obi","","55.85PR","GA","Grayson","May 14","GHSA Girls AAAAA State Championships",2011
"117","114.","12","Chelsey Washington","","55.87PR","CA","Highland (SS)","May 21","CIF SS Divisional Finals",2011
"118","","12","Chavonta Roberts","","55.87PR","GA","South Cobb","May 14","GHSA Girls AAAAA State Championships",2011
"119","116.","12","Priscilla Harts","","55.90PR","SC","Myrtle Beach","May 14","South Carolina State Meet 2011",2011
"120","117.","10","Jorian Ordway","","55.91","FL","Hillsborough","Apr 28","FHSAA 3A Region 3 Championship",2011
"121","","12","Shakele Seaton","","55.91PR","NY","Medgar Evers College Prep","Jun 05","PSAL City Championship",2011
"122","","12","Sarah Griffith","","55.91PR","CA","San Ramon Valley","Jun 03","CIF State Championship Prelims",2011
"123","","12","Angela Shields","","55.91PR","UT","Hurricane","May 20","Utah State Championships 2011",2011
"124","","12","Tiffany Harrison","","55.91PR","CT","Bloomfield","Jun 06","CIAC State Open Championship 2011",2011
"125","122.","12","Cassandra Jones","","55.93","VA","Granby","Apr 23","Peninsula Relays",2011
"126","123.","12","Le'Quisha Parker","","55.94PR","MD","Northwood","May 28","Maryland 3A State Track & Field Championships",2011
"127","","12","Jaleah Wilder","","55.94PR","NC","Southeast Raleigh","May 14","NCHSAA 4A State Track & Field Championships",2011
"128","125.","12","Shayla Luckett","","55.97PR","MO","Hazelwood East","May 21","Class 4 Section 2",2011
"129","","12","Cekarri Nixon","","55.97PR","CA","St Francis","May 20","Sac-Joaquin D1 Finals",2011
"130","127.","11","Lily Clifford","","55.99PR","MI","East Grand Rapids","Jun 04","MHSAA Div.2 State Meet",2011
"131","128.","12","Brierra Winfrey","","56.00PR","CA","Trabuco Hills","May 14","CIF SS - Div I Prelims",2011
"132","129.","12","Erin Edmond","","56.01PR","VA","Riverbend","May 27","VHSL Northwest Region Championships",2011
"133","130.","11","GinAsia Hamilton","","56.02","CO","Fountain Ft Carson","Mar 19","LPS Spring Break Duals",2011
"134","131.","-","Shakera Barnes","","56.06PR","TX","Snook","May 14","U.I.L. Texas 1A, 2A State T&F Championships 2011",2011
"135","","11","Ciarra Hawkins","","56.06PR","FL","Hillsborough","Apr 21","FHSAA 3A District 9 Championship",2011
"136","133.","10","Daina Harper","","56.07","TX","Houston Cyp. Creek","Apr 21","Woodlands Regional Qualifer Meet",2011
"137","134.","10","Madeline Kopp","","56.09","NY","Spencerport","Jun 11","NY State Championships 2011",2011
"138","135.","11","Iesha Hardiman","","56.10","CA","Adrian Wilcox","Jun 03","CIF State Championship Prelims",2011
"139","136.","12","Loreal Curtis","","56.11PR","TX","Lutheran South Academy","Mar 18","TSU Relays",2011
"140","137.","12","Skyler Willis","","56.13PR","OH","Withrow","Apr 29","Eastern Relays",2011
"141","138.","10","Rhianna Williams","","56.15","CO","Fossil Ridge","May 21","Colorado All-Classification State Track Meet",2011
"142","","9","Deja Parrish","","56.15","FL","American Heritage","Apr 20","FHSAA 2A Region 4 Championship",2011
"143","","-","Ayana Walker","","56.15PR","GA","Jenkins","May 14","GHSA Girls A State Championships",2011
"144","141.","9","Payton Miller","","56.16PR","CO","Wheat Ridge","May 21","Colorado All-Classification State Track Meet",2011
"145","","12","Lauren Ellsworth","","56.16PR","PA","Lackawanna Trail","May 28","PIAA State Track & Field Championships",2011
"146","","11","Chioma Nwankwo","","56.16PR","TX","Episcopal","Mar 18","TSU Relays",2011
"147","","11","Ashante Horsley","","56.16","OR","McMinnville","May 21","OSAA 6A Oregon State Championships",2011
"148","145.","11","Diajah Ruffin","","56.18PR","MI","Belleville","Jun 04","MHSAA Division I L.P. State Finals",2011
"149","","12","Lauren Hansson","","56.18PR","CA","Harvard-Westlake","May 21","CIF SS Divisional Finals",2011
"150","147.","12","Arbony Merchan","","56.19PR","CA","Carson","Mar 26","Pasadena Games",2011
"151","148.","12","Monay Meggs","","56.20PR","CA","Carson","May 26","CIF LA City Section Championship",2011
"152","149.","11","Mirable Nkenke","","56.21PR","NJ","Immaculate Conception","Jun 09","NJSIAA Meet of Champions 2011",2011
"153","","12","Ravyn Baxter","","56.21PR","MI","Detroit Cass Tech","Jun 04","MHSAA Division I L.P. State Finals",2011
"154","151.","12","Natalie Englese","","56.22","NJ","Cranford","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"155","","-","Danille Zenon","","56.22PR","LA","Northside","May 06","LHSAA 2A State Track & Field Championships",2011
"156","","11","Corryn Barney","","56.22PR","CA","Patrick Henry","May 13","Eastern League Finals",2011
"157","154.","12","Cruz Sullivan","","56.24PR","NC","Douglas Byrd","Apr 16","Cape Fear Valley Conference Championship Meet",2011
"158","","12","Dominique Whittington","","56.24PR","CA","Lemoore","Apr 02","West Coast Relays",2011
"159","156.","12","Ama Larbi","","56.25PR","GA","Alpharetta","Apr 30","Region 6-AAAAA Girls Championships",2011
"160","","10","Ellisa Bryant","","56.25","CA","Piedmont Hills","May 27","CCS Championships Finals",2011
"161","","12","Ali Eisenbeiss","","56.25PR","ID","Bishop Kelly","Apr 30","YMCA Invitational Day 2",2011
"162","159.","12","Alex Citrowske","","56.27PR","MN","Prior Lake","Jun 11","MSHSL State Meet",2011
"163","","12","Jazmine Wright","","56.27PR","VA","Bethel","May 07","Suffolk Invitational",2011
"164","","-","Cherise Mason","","56.27PR","LA","Lafayette","May 06","LHSAA 2A State Track & Field Championships",2011
"165","162.","12","Quintunya Chapman","","56.28","GA","Bradwell Institute","Apr 25","Region 3-AAAAA Championship",2011
"166","","9","Bonnie Draxler","","56.28","WI","Wrightstown","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"167","","12","Kamilah Williams","","56.28PR","NY","White Plains","Jun 11","NY State Championships 2011",2011
"168","165.","11","Taylor Hennig","","56.30","NY","Garden City","Jun 18","New Balance Outdoor Nationals Sprints",2011
"169","166.","11","Jenna Vincej","","56.31","CA","Saugus","May 03","Foothill League Prelims",2011
"170","167.","10","Jaleesa Chapel","","56.32PR","TX","Spring DeKaney","Apr 01","Shirley Crowe Invitational",2011
"171","","12","Arielle Stevenson","","56.32PR","CA","Poly (Long Beach)","Apr 16","Mt. SAC Relays",2011
"172","169.","12","Megan Kelley","","56.33PR","WA","Camas","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"173","170.","12","Lynnese Beyan","","56.34PR","PA","Upper Darby Senior","May 20","PIAA District 1 AAA Championships",2011
"174","","11","Ce'aira Brown","","56.34PR","PA","Overbrook","May 28","PIAA State Track & Field Championships",2011
"175","","-","Kailea Visintainer-Tracy","","56.34PR","HI","Seabury Hall","Apr 16","Mt. SAC Relays",2011
"176","","10","Travia Jones","","56.34c","TX","Garland Rowlett","Apr 13","District 10-5A",2011
"177","174.","11","Morgan Yeadon","","56.36PR","IN","Pike","May 06","Pike Invitational",2011
"178","175.","12","Bianca Burrell","","56.37PR","AZ","Desert Edge","Apr 22","Wolves Classic",2011
"179","","11","Camille Gooden","","56.37PR","MA","Northfield-Mt Hermon","May 21","NEPSTA Division 1 T & F Championship",2011
"180","177.","12","Kimberly Wedderburn","","56.39PR","FL","Miami Norland","Mar 26","Greater Miami Athletic Conference Championship",2011
"181","178.","9","Hannah Derby","","56.41","WA","Bellarmine Prep","May 28","WIAA 2A/3A/4A State Championship - All Days",2011
"182","179.","11","Annie Johnson","","56.42PR","NJ","Shawnee","Jun 03","NJSIAA Grp IV Championship",2011
"183","180.","12","Shade Pratt","","56.43","MN","Rosemount","Jun 11","MSHSL State Meet",2011
"184","","12","Candace Longino-Thomas","","56.43PR","OH","Gilmour Academy","May 20","Northeat District-DIII-Independence",2011
"185","","11","Anietra Butler","","56.43PR","IN","Ben Davis","Jun 04","IHSAA State Finals",2011
"186","","10","Abby Hani","","56.43","FL","Lake Mary Prep","Apr 21","FHSAA 1A Region 2 Championship",2011
"187","184.","12","Tiana Borner","","56.44cPR","IL","Chicago (North Lawndale Charter)","Apr 05","Warrior Co-ed Invite",2011
"188","","10","Phillis Webb","","56.44cPR","MN","Osseo","May 17","District 279 Championships",2011
"189","186.","11","Naleta Andrews","","56.45","OH","Shaker Heights","May 07","Fitch Optimist",2011
"190","","12","Eileen Gehring","","56.45PR","WI","Madison Edgewood","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"191","","11","Genamarie McCant","","56.45","VA","James Robinson","May 27","VHSL Northern Region Championships",2011
"192","","11","Briana Haith","","56.45PR","NC","Granville Central","Mar 19","Phoenix HS classic",2011
"193","190.","17-18","Gia Trevisan Jr","","56.46PR","CA","Tachyon Track Club","Jun 12","USATF SCA Junior Olympic Championships",2011
"194","","11","Myra Wanamaker","","56.46","DE","Howard Of Technology","May 21","DIAA Track & Field Championships",2011
"195","","11","G'Naya Stewart","","56.46PR","CO","Pueblo West","May 21","Colorado All-Classification State Track Meet",2011
"196","","12","Gabby Estell","","56.46","CA","Rancho Verde","Apr 09","Arcadia Invitational Day 2",2011
"197","194.","11","Kalla Gold","","56.47PR","IL","Eureka","May 21","IHSA Girls A State Finals 2011",2011
"198","195.","11","Naomi Alston","","56.48","NC","Douglas Byrd","May 13","NCHSAA 3A State Track & Field Championships",2011
"199","196.","12","Jillian Anderson","","56.49PR","TX","Humble Atascocita","Apr 01","Shirley Crowe Invitational",2011
"200","","11","Paula Smith","","56.49","TX","Waco Connally","May 14","U.I.L. Texas 3A, 4A State T&F Championships 2011",2011
"201","","10","Tiana Patillo","","56.49","NC","Wakefield","May 14","NCHSAA 4A State Track & Field Championships",2011
"202","199.","12","Ashley Perrin","","56.50PR","FL","Lake Mary","Apr 13","Seminole Athletic Conference Championship",2011
"203","","11","Lexie Oak","","56.50","MO","St. Pius X (Kansas City)","May 28","MSHSAA Class 3 State Championships",2011
"204","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)","View Next Page 
                    (Total stats: 36,646)",NA,2011
"205","","","Athlete","","Mark","ST","Team","Date","Meet",2011
"206","201.","10","Macahla Wesley","","56.51PR","KS","Topeka-West","Apr 22","Kansas Relays",2011
"207","202.","11","Kayah Agudo","","56.52PR","CA","Together Elite","Jun 12","USATF SCA Junior Olympic Championships",2011
"208","203.","9","Gabby Gayles","","56.54","FL","Holy Trinity Episcopal","Mar 18","Holy Trinity Elite Classic",2011
"209","","9","Ellie Heiden","","56.54","WA","Kamiakin","May 20","GSL/Big 9 Regionals",2011
"210","","12","Alyssa Lombardo","","56.54","PA","Saucon Valley","Jun 18","New Balance Outdoor Nationals Sprints",2011
"211","206.","12","Whitney McDonald","","56.56PR","IN","Fort Wayne Northrop","May 06","Pike Invitational",2011
"212","","11","Brittany Terry","","56.56PR","MI","East Kentwood","Jun 04","MHSAA Division I L.P. State Finals",2011
"213","","12","Georgia Henderson","","56.56PR","OR","Sunset","May 13","Metro League Championships Day 2",2011
"214","","11","Kala Allen","","56.56","NY","Williamsville East","Jun 11","NY State Championships 2011",2011
"215","210.","12","Cecilia Barowski","","56.58","NH","Bishop Guertin","Jun 04","New Hampshire Meet of Champions 2011",2011
"216","","12","Chidera Obasih","","56.58","WI","Brookfield Central","Jun 04","WIAA D1, D2, & D3 Track & Field State Championships",2011
"217","","11","Christy Wood","","56.58PR","OR","Lake Oswego","May 13","Three Rivers League Championships Day 2",2011
"218","213.","9","Kamia Rodil Willis","","56.59PR","CA","South Pasadena","May 06","Rio Hondo League Finals",2011
"219","","12","Anna Carrigan","","56.59PR","KY","Campbell County","May 28","KHSAA Class 3A State Track & Field Championships",2011
"220","215.","11","Mary Allen","","56.60PR","VA","John Marshall","May 07","Virginia Beach Invitational",2011
"221","216.","-","Amber Brock","","56.62PR","GA","McEachern","Mar 19","13th Annual Stephenson Invitational",2011
"222","217.","10","JaLana Owens","","56.63PR","TX","Fort Bend Bush","Apr 13","District 23-5A",2011
"223","218.","12","Misha Strong","","56.64PR","CA","Merced","May 20","Sac-Joaquin D1 Finals",2011
"224","","11","Jade Gregory","","56.64PR","VA","Norview","Jun 04","VHSL Group AAA State Championships",2011
"225","","12","Ayeshia Ewing","","56.64PR","MO","Cardinal Ritter College Prep","May 28","MSHSAA Class 3 State Championships",2011
"226","221.","12","Allix Miller","","56.65PR","MI","Muskegon Reeths-Puffer","Jun 04","MHSAA Division I L.P. State Finals",2011
"227","222.","12","Melissa Baller","","56.66PR","OR","Glencoe","Apr 23","47th Centennial Invitational",2011
"228","","9","Jamila Branch","","56.66","PA","Central Bucks West","May 20","PIAA District 1 AAA Championships",2011
"229","","10","Elexis Guster","","56.66","GA","Berkmar","May 14","GHSA Girls AAAAA State Championships",2011
"230","","11","Morgan Dampier","","56.66PR","AK","Wasilla","May 28","USATF Junior Olympics",2011
"231","226.","11","Kiah Seymour","","56.67","DC","Archbishop Carroll (DC)","May 21","WCAC Championship",2011
"232","","11","Javette Lee","","56.67PR","VA","Western Branch","May 04","Southeastern District Girls Regular Season Meet #8",2011
"233","228.","11","Abbey Barbera","","56.68","AZ","Ironwood Ridge","May 14","AIA Division II Track & Field Championships - Day 2",2011
"234","229.","10","Anna Strong","","56.69PR","IL","Melrose Park (Walther Christian)","May 21","IHSA Girls A State Finals 2011",2011
"235","230.","11","Megan Paul","","56.70","IL","Mundelein (Carmel)","May 21","IHSA Girls AAA State Finals 2011",2011
"236","231.","10","Alexis Roberts","","56.71","AZ","Chandler","Apr 21","Chandler City Meet",2011
"237","","11","Ste'yce McNeil","","56.71","NJ","Winslow Township","Jun 04","NJSIAA Group Championships 2,3 & NP B",2011
"238","233.","10","Aiyanna Stiverne","","56.72","FL","Nova","Apr 28","FHSAA 4A Region 3 Championship",2011
"239","234.","11","Marisa Bellamy","","56.73","NC","Bunn","Apr 02","Bill Carver",2011
"240","","9","Chloe Winn","","56.73","CA","Monte Vista","May 27","NCS Meet of Champions Trials",2011
"241","236.","12","Gretchen Walter","","56.74PR","OH","Lehman Catholic","Jun 04","Division 3 OHSAA State Championship",2011
"242","","11","Kelli Hardnett","","56.74","GA","Campbell","Apr 23","Region 4-AAAAA Championships",2011
"243","238.","9","Madisen Irmen","","56.75PR","IA","Assumption","May 19","Iowa State 3A Track and Field Championship 2011",2011
"244","239.","11","Mayorca Young","","56.76","TX","Houston Lamar","Apr 21","Pearland Regional Qualifiers Meet",2011
"245","240.","10","Michelle Howell","","56.77","FL","Seminole Ridge","Apr 28","FHSAA 4A Region 3 Championship",2011
"246","","11","Jessica Hatchett","","56.77","TX","Montgomery","May 14","U.I.L. Texas 3A, 4A State T&F Championships 2011",2011
"247","242.","11","Leiran Cornish","","56.78PR","WA","Snohomish","May 13","WESCO 4A Championships Day 2",2011
