"","X1","X2","X3","X4","X5","X6","X7","X8","X9","year"
"45","44.","9","Shaniya Hall","","54.33PR","MD","Bullis","Jun 18","New Balance Nationals Outdoor",2017
"46","45.","12","Kayla Johnson","","54.35","FL","Miami Southridge","May 06","FHSAA 4A State Championships",2017
"47","","10","Meghan Hunter","","54.35","UT","Provo","Apr 01","UVU Invitational",2017
"48","47.","12","Evette Blanks","","54.37PR","TX","Fort Bend Hightower","Apr 20","UIL 6A Area 19/20 (Th-F)",2017
"49","48.","11","Maya Singletary","","54.38","NC","Hoke County","May 19","NCHSAA 4A State Championship",2017
"50","","12","Virginia Kerley","","54.38PR","TX","Taylor","May 13","TX UIL 4A State Championships (F-Sa)",2017
"51","50.","12","Brittany Korsah","","54.40PR","NY","West Babylon","Jun 10","NYSPHSAA State Championships",2017
"52","51.","12","Nicolette Dixon","","54.42PR","TX","McKinney Boyd","May 13","TX UIL 6A State Championships (F-Sa)",2017
"53","52.","12","Erin Sermons","","54.46PR","","Unattached","Jun 03","Great Southwest Classic",2017
"54","53.","11","Hunter Robinson","","54.49","PA","Avonworth / Northgate","May 18","PIAA District 7 AAA Championships",2017
"55","54.","11","Tina Martin","","54.51PR","IL","Decatur (Eisenhower)","May 20","IHSA 2A Girls State Championships",2017
"56","55.","11","Alexis Crosby","","54.55PR","PA","Cheltenham","Jun 18","New Balance Nationals Outdoor",2017
"57","56.","10","Vanessa Watson","","54.58PR","NY","Spencerport","Jun 10","NYSPHSAA State Championships",2017
"58","","12","Bianca Stubler","","54.58PR","WI","Hamilton","Jun 03","WIAA D1 State Championships",2017
"59","","11","Jania Martin","","54.58PR","TX","McKinney North","Apr 20","UIL 5A Area 13/14",2017
"60","59.","10","Jenna Crean","","54.59PR","NY","Orchard Park","Jun 10","NYSPHSAA State Championships",2017
"61","60.","12","McKenna Smith","","54.61PR","WV","Bridgeport","May 20","WVSSAC AA State Championships",2017
"62","","12","Emma Lane","","54.61PR","","Unattached","Jun 10","Midwest Meet of Champions",2017
"63","62.","11","Nyjari McNeil","","54.65","MD","Franklin","Jun 18","New Balance Nationals Outdoor",2017
"64","63.","12","Alena Ellsworth","","54.68PR","AZ","Highland","Apr 06","38th Sun Angel Track Classic",2017
"65","64.","12","Antonise Christian","","54.70PR","IN","Gary West Side","May 16","IHSAA Girls Sectional 15 (Highland)",2017
"66","65.","11","Tahja Mitchell","","54.72PR","LA","West Jefferson","May 06","LHSAA Class 5A State Championship",2017
"67","66.","12","Amanda Stead","","54.75PR","NY","Miller Place","Jun 10","NYSPHSAA State Championships",2017
"68","","12","Regan Clay","","54.75","OH","Rossford","Jun 03","OHSAA D2 State Meet",2017
"69","","10","Dajour Miles","","54.75","IL","Aurora (West Aurora)","May 20","IHSA 3A Girls State Championships",2017
"70","","9","Laila Owens","","54.75","TX","Fort Bend Bush","Apr 29","UIL 6A Region III (F-Sa)",2017
"71","70.","12","Leah Anderson","","54.79PR","NY","Cardinal Spellman","Jun 10","NYSPHSAA State Championships",2017
"72","","12","Jalyn Harris","","54.79PR","CA","Rancho Cucamonga","May 26","CIF-SS Masters Meet",2017
"73","72.","11","Emily Ellis","","54.80","UT","Lone Peak","May 20","UHSAA 5A State Track Championships",2017
"74","73.","10","Anna Podojil","","54.81","OH","Indian Hill","Jun 03","OHSAA D2 State Meet",2017
"75","","11","Gizelle Reid","","54.81","NV","Rancho","Apr 22","Skyhawk Invitational",2017
"76","75.","12","Nicole Scherer","","54.82PR","PA","Burrell Senior","May 27","PIAA Class AA State Championships (F-Sa)",2017
"77","76.","12","Reonna Collier","","54.84PR","TN","Cordova","May 13","TSSAA AAA Section 4",2017
"78","","11","Payton Wensel","","54.84","IA","Linn-Mar","May 20","IHSAA 4A State Championships",2017
"79","78.","9","Danielle Bess","","54.85","FL","American Heritage","Apr 27","FHSAA 2A Region 4 Championships",2017
"80","79.","-","Kennedy Crawford","","54.86PR","GA","North Springs","Mar 27","Fulton County Championships",2017
"81","80.","12","Kylie Welch","","54.90","IL","Bloomington","Apr 14","Bloomington Invite",2017
"82","81.","12","Cydney Delley","","54.96PR","GA","Evans","May 13","GHSA 6A State Championship",2017
"83","82.","10","Arius Williams","","54.97","TX","Duncanville","Apr 13","UIL 6A District 07 (W-Th)",2017
"84","","12","Ryen Draper","","54.97PR","MI","Plymouth","May 12","KLAA Kensington Conference",2017
"85","","10","Bria Barnes","","54.97","PA","Cheltenham","May 27","PIAA Class AAA State Championships (F-Sa)",2017
"86","85.","12","Allison Holland","","54.98PR","FL","Creekside","Apr 27","FHSAA 3A Region 1 Championships",2017
"87","","11","Zani Meaders","","54.98","CA","Chino Hills","May 20","CIF-SS Division 1 Finals",2017
"88","","11","Reanda Richards","","54.98PR","NJ","West Essex Regional","Jun 10","NJSIAA Meet of Champions",2017
"89","88.","12","Deziree Porter","","54.99PR","TX","Dallas Carter","May 13","TX UIL 4A State Championships (F-Sa)",2017
"90","89.","-","Kalaya Ali","","55.00","TX","McKinney Boyd","Apr 21","UIL 6A Area 05/06 (Th-F)",2017
"91","90.","10","Shaianne Sipsey","","55.02PR","GA","Veterans","May 13","GHSA 5A State Championship",2017
"92","91.","11","Paige Metayer","","55.05PR","CA","University Irvine","May 05","Pacific Coast League Finals",2017
"93","","12","Savyon Toombs","","55.05PR","FL","Hillsborough","May 06","FHSAA 3A State Championships",2017
"94","93.","12","Sarahvaughn King","","55.07","CA","Armijo","May 26","Sac Joaquin Section Masters Trials/Finals",2017
"95","94.","11","Kasey Ebb","","55.08PR","DC","St John's College","Apr 15","Bullis Bulldog Invitational",2017
"96","95.","12","Precious Ogba","","55.09PR","TX","Euless Trinity","Apr 21","UIL 6A Area 05/06 (Th-F)",2017
"97","96.","12","Honour Finley","","55.10","MN","Bloomington Kennedy","Jun 13","MSHSL State Championships",2017
"98","","13-14","Michaela Rose","","55.10","VA","F.I.A. Ambassadors","Jul 09","USATF Region 3 Junior Olympic Championships",2017
"99","98.","11","Mary Gillett","","55.12PR","CO","Niwot","May 20","CHSAA 4A State Championships",2017
"100","","10","Nicole Payne","","55.12","AL","Oak Mountain","Apr 15","Mountain Brook Invitational",2017
"101","100.","12","Kiersten Walker","","55.15PR","WI","Milwaukee King","Jun 03","WIAA D1 State Championships",2017
"102","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)",NA,2017
"103","","","Athlete","","Mark","ST","Team","Date","Meet",2017
"104","101.","12","Shenelle Tomlinson","","55.17PR","NY","Dewitt Clinton","Jun 10","NYSPHSAA State Championships",2017
"105","102.","11","Catera Smith","","55.18PR","FL","Pine Forest","Apr 27","FHSAA 3A Region 1 Championships",2017
"106","103.","12","Elizabeth Drab","","55.21","IL","St. Viator","May 20","IHSA 2A Girls State Championships",2017
"107","104.","12","Maya Fabri","","55.23PR","FL","Flanagan","Apr 27","FHSAA 4A Region 4 Championships",2017
"108","","12","Geneva Meintzer","","55.23","TX","Humble Atascocita","Apr 29","UIL 6A Region III (F-Sa)",2017
"109","106.","12","Claire Seymour","","55.27PR","CA","Enochs","May 26","Sac Joaquin Section Masters Trials/Finals",2017
"110","107.","11","Alex D'Ambrosio","","55.28PR","FL","Lake Minneola","Apr 27","FHSAA 4A Region 1 Championships",2017
"111","108.","12","Brandy Elysee","","55.29PR","FL","South Dade","Apr 08","Pre-State at IMG fueled by Gatorade",2017
"112","109.","11","Ariel Ford","","55.30PR","TX","Mansfield Lake Ridge","Apr 13","UIL 5A District 10 (W-Th)",2017
"113","","10","Kaira Brown","","55.30","NJ","Kent Place","Jun 10","NJSIAA Meet of Champions",2017
"114","","12","Pashen Williams","","55.30PR","FL","Colonial","Apr 04","Metro East Championships",2017
"115","112.","9","Lily Williams","","55.33","CO","Grandview","May 20","CHSAA 5A State Championships",2017
"116","","11","Alyssa Brewer","","55.33","CA","California (San Ramon)","Apr 01","West Coast Relays",2017
"117","114.","11","Faith Banks","","55.34PR","OH","Nordonia","Jun 03","OHSAA D1 State Meet",2017
"118","115.","11","Tianna Holmes","","55.39","OK","Moore","May 13","OSSAA 6A State Championships",2017
"119","116.","11","Daneisha Woodside","","55.40","FL","Northeast (Oakland Park)","Apr 28","FHSAA 3A Region 4 Championships",2017
"120","","12","Erica Cormier-Jordan","","55.40PR","TX","Houston Cyp. Springs","Mar 25","Rice Victor Lopez Classic (Th-Sa)",2017
"121","118.","12","Shilah Bedingfield","","55.41PR","CA","Quartz Hill","May 20","CIF-SS Division 1 Finals",2017
"122","119.","12","Ca'purnika Galbert","","55.43PR","TX","Mart","May 13","TX UIL 2A State Championships (F-Sa)",2017
"123","","12","Camille Singleton","","55.43PR","TX","Pasadena Dobie","Apr 20","UIL 6A Area 21/22",2017
"124","121.","12","Courtney Jones","","55.44PR","IN","North Central (Indianapolis)","Jun 03","IHSAA Girls State Championships",2017
"125","","12","Keypathawa Gibson","","55.44PR","OH","Toledo Start","May 26","OHSAA D1 Region 2",2017
"126","123.","10","Raven Moore","","55.45PR","","Unattached","Jun 03","Great Southwest Classic",2017
"127","124.","12","Kate Laskoski","","55.48PR","NY","Goshen Central","Jun 10","NYSPHSAA State Championships",2017
"128","","9","Cierra Wash","","55.48","","Unattached","Jun 03","Great Southwest Classic",2017
"129","","11","Christal Mosley","","55.48","KS","Wichita Southeast","May 18","KSHSSA 6A Regional #2",2017
"130","127.","12","MarLee Serrano","","55.50PR","TX","Sinton","May 13","TX UIL 4A State Championships (F-Sa)",2017
"131","","12","Mika Cox","","55.50PR","OH","Reynoldsburg","Jun 03","OHSAA D1 State Meet",2017
"132","","11","Erica Murphy","","55.50PR","FL","St Thomas Aquinas","Apr 27","FHSAA 4A Region 4 Championships",2017
"133","130.","12","Lauren Green","","55.51PR","NM","Volcano Vista","May 12","NMAA 6A State Championship",2017
"134","","-","Jordan Smith","","55.51","GA","Lambert","May 13","GHSA 7A State Championship",2017
"135","","11","Amari Prude","","55.51PR","CA","Bonita","May 20","CIF-SS Division 3 Finals",2017
"136","","12","Yazmine Wright","","55.51PR","KS","Hutchinson Senior","May 27","KSHSAA 6A State Championships",2017
"137","","9","Alicia Burnett","","55.51PR","MO","Ft. Zumwalt South","May 20","MSHSAA Class 4 Sectional 2",2017
"138","135.","12","Anaya Bailey","","55.52PR","AZ","Chandler","Apr 13","14th Annual Hohokam Invitational",2017
"139","","10","Hannah Carroll","","55.52","WA","Gig Harbor","May 27","WIAA 2A, 3A, 4A State Championship Meet",2017
"140","137.","12","Alexis Leech","","55.53PR","PA","Butler Area Senior","May 05","Baldwin Invite",2017
"141","","11","Shakira Dancy","","55.53","NJ","Winslow Township","Jun 03","NJSIAA Group 3 Championships",2017
"142","139.","9","Ken'Naria Gadson","","55.54","FL","George Steinbrenner","May 06","FHSAA 4A State Championships",2017
"143","","12","Kyra Bailey","","55.54PR","CA","Tulare Union","May 20","CIF Central Section Masters Championship",2017
"144","141.","10","Kayla Hugg","","55.55","VA","Broad Run","Jun 18","New Balance Nationals Outdoor",2017
"145","","11","Aisha Gay","","55.55PR","CT","Hamden","Jun 05","CIAC STATE OPEN OTF CHAMPIONSHIP",2017
"146","","11","Lonzetta Simpkins","","55.55PR","FL","Lincoln","Apr 27","FHSAA 3A Region 1 Championships",2017
"147","","12","Brinn Jensen","","55.55PR","UT","Skyridge","Apr 01","UVU Invitational",2017
"148","145.","12","Chloe Foster","","55.56PR","MI","Ann Arbor Skyline","May 27","MITCA D1 Team State Championship",2017
"149","146.","11","Sydney Milani","","55.57","IA","Southeast Polk","May 20","IHSAA 4A State Championships",2017
"150","","8","Saraiah Walkes","","55.57PR","FL","Out-of-Door Academy","May 06","FHSAA 1A State Championships",2017
"151","","11","Tylantiss Atlas","","55.57PR","TX","Lancaster","Mar 25","Prairie View Relays",2017
"152","149.","9","Makiya Montgomery","","55.58PR","OH","Beechcroft","Jun 03","OHSAA D2 State Meet",2017
"153","","15-16","Zarie Dumas","","55.58","SC","36 Elite MOVES","Jul 02","AAU Region 08 Qualifier",2017
"154","","12","Jayla Kirkland","","55.58PR","AL","Woodlawn","Apr 28","AHSAA 5A Sectional 3",2017
"155","152.","12","Shalom Keller","","55.59PR","NM","Ruidoso","May 12","NMAA 4A State Championship",2017
"156","","12","Karina Haymore","","55.59PR","NV","Centennial (NV)","May 20","NIAA 4A State Championships",2017
"157","","11","Zakiyah Amos","","55.59","TX","Dickinson","Apr 29","UIL 6A Region III (F-Sa)",2017
"158","155.","12","Caroline O'Neil","","55.60PR","CT","Daniel Hand","Jun 05","CIAC STATE OPEN OTF CHAMPIONSHIP",2017
"159","156.","11","Taiya Shelby","","55.61PR","","Unattached","Jun 03","Great Southwest Classic",2017
"160","","11","Emily Costello","","55.61PR","CA","Vista Del Lago (Folsom)","Jun 03","CIF State Championship Finals",2017
"161","158.","11","Kaitlyn Lewis","","55.64","MO","Liberty","May 20","MSHSAA Class 5 Sectional 4",2017
"162","","9","Brianna Mponzi","","55.64PR","TX","Keller Fossil Ridge","Apr 06","UIL 6A District 03 (W-Th)",2017
"163","","10","Santoria Harris","","55.64","MS","Terry","May 06","MHSAA State Championships 6A",2017
"164","","12","Lauryn Ghee","","55.64","VA","Grassfield","Apr 01","CNU HS Captain's Classic",2017
"165","162.","12","Annette Bolomboy","","55.66PR","TX","Keller Central","Apr 06","UIL 6A District 03 (W-Th)",2017
"166","","12","Rachel McArthur","","55.66PR","VA","Patriot","May 18","Cedar Run Conference Championship",2017
"167","164.","10","Shelby Whetstone","","55.67PR","NJ","Lenape","Jun 03","NJSIAA Group 4 Championships",2017
"168","165.","15-16","Kyna Robinson","","55.68","NC","Carolina Eagles Track & Field, Inc.","Jul 23","Russell E. Blunt East Coast Invitational",2017
"169","","11","Rachel Helbling","","55.68PR","PA","South Fayette","May 05","Baldwin Invite",2017
"170","167.","9","Victoria Vanriele","","55.69","NJ","Governor Livingston","May 19","Union County Championships",2017
"171","","11","Melanie Loff","","55.69PR","AZ","Hamilton","May 03","AIA Div. I Championship",2017
"172","","11","Ulani Toussaint","","55.69PR","FL","Miami Northwestern","Apr 28","FHSAA 3A Region 4 Championships",2017
"173","","17-18","Jessica Wright","","55.69","NC","Durham Striders Track","Jul 23","Russell E. Blunt East Coast Invitational",2017
"174","171.","8","Kenya Thompson","","55.71","FL","American Heritage","Apr 27","FHSAA 2A Region 4 Championships",2017
"175","172.","11","Chika Iwuamadi","","55.72","TX","Rockwall","May 13","TX UIL 6A State Championships (F-Sa)",2017
"176","173.","12","Katie DiFrancesco","","55.73PR","NJ","St John Vianney","May 10","Monmouth County Championships",2017
"177","174.","11","Olivia Firsching","","55.74PR","CA","Cathedral Catholic","May 27","CIF San Diego Section Finals",2017
"178","","10","Khamil Evans","","55.74","NJ","Union Catholic Reg","May 19","Union County Championships",2017
"179","176.","12","Brooke Fazio","","55.75PR","NJ","Ridge","Jun 03","NJSIAA Group 4 Championships",2017
"180","","12","Megan Rourke","","55.75PR","TX","Austin Lake Travis","May 13","TX UIL 6A State Championships (F-Sa)",2017
"181","","11","Sydni Townsend","","55.75PR","PA","John Neumann & Maria Goretti","Jun 18","New Balance Nationals Outdoor",2017
"182","179.","9","Jadyn Mays","","55.77","AZ","North Canyon","Apr 24","North East Valley Championships",2017
"183","180.","12","Shalee Reynolds","","55.78PR","CA","Glendora","May 13","CIF-SS Division 1 Prelims",2017
"184","181.","10","Ke'Aijhan Strong","","55.79","OH","Tuslaw","May 27","OHSAA D2 Region 5",2017
"185","182.","10","Krista Bickley","","55.80","SD","Brandon Valley","May 27","South Dakota State Meet - AA",2017
"186","","15-16","Shaianne Sipsey","","55.80PR","GA","Middle Georgia Impalas","Jun 11","AAU Georgia District Qualifier",2017
"187","","12","Michaela Nelms","","55.80PR","NC","Nash Central","May 20","NCHSAA 3A State Championship",2017
"188","","11","Anna Foreman","","55.80","AZ","Chandler","May 11","AZ Meet of Champions",2017
"189","186.","11","Morgan Parzych","","55.81","AZ","Hamilton","May 03","AIA Div. I Championship",2017
"190","187.","17-18","Cheyenne Jones","","55.83","NC","Carolina Allstars Track & Field","Jul 09","USATF Region 3 Junior Olympic Championships",2017
"191","188.","10","De'anna Nowling","","55.84","CA","Calabasas","Mar 23","Westlake vs. Calabasas",2017
"192","189.","17-18","Gracie Whelan","","55.85PR","NC","South Charlotte Chargers","Jun 18","New Balance Nationals Outdoor",2017
"193","190.","9","Jinah Mickens-Malik","","55.87","FL","Mater Academy","Apr 07","Dade Christian Last Chance Meet",2017
"194","191.","12","Tatyana Terrell","","55.88PR","TX","Mansfield Summit","Apr 29","UIL 5A Region II (F-Sa)",2017
"195","192.","15-16","Jayla Campbell","","55.89","IL","Zephyrs Track","Jun 30","2017 USATF National Youth Outdoor Championships",2017
"196","","12","Kyana Evans","","55.89PR","MI","Wyandotte Roosevelt","May 27","MITCA D1 Team State Championship",2017
"197","","12","Danae Manibog","","55.89PR","CA","Clovis North","May 20","CIF Central Section Masters Championship",2017
"198","195.","10","Danielle Frank","","55.90PR","MO","Hazelwood Central","May 27","MSHSAA Class 5 State Championships",2017
"199","","12","Jasmine Chesson","","55.90","CO","Fort Collins","May 20","CHSAA 5A State Championships",2017
"200","","12","Lauren Drysch","","55.90PR","CA","Santa Margarita","May 20","CIF-SS Division 3 Finals",2017
"201","","11","Ma'Asa Gay","","55.90","FL","Wakulla","Feb 25","Jesse Forbes HS Invitational",2017
"202","199.","11","Cameron Hinton","","55.91","MD","Franklin","Apr 15","Bullis Bulldog Invitational",2017
"203","200.","12","Makayla Edwards","","55.92PR","LA","Glen Oaks","May 06","LHSAA Class 3A State Championship",2017
"204","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)","View Next Page 
                    (Total stats: 64,974)",NA,2017
"205","","","Athlete","","Mark","ST","Team","Date","Meet",2017
"206","201.","11","Sami Oblad","","55.92PR","","Unattached","Jun 03","Great Southwest Classic",2017
"207","202.","10","Nyjah Young-Bey","","55.93PR","NJ","Montclair","May 20","Essex County Championships",2017
"208","","9","Dy'Mond Wiley","","55.93","TX","Duncanville","Apr 13","UIL 6A District 07 (W-Th)",2017
"209","","10","Shatara Johnson","","55.93","GA","Charles Drew","May 13","GHSA 6A State Championship",2017
"210","205.","12","Destiny Fairley","","55.94","TX","Jarrell","May 13","TX UIL 3A State Championships (F-Sa)",2017
"211","","12","Aliyah Sangster","","55.94PR","GA","Chapel Hill","May 13","GHSA 4A State Championship",2017
"212","207.","11","Harlee Hales","","55.95","ID","Pocatello","May 12","4A District V/VI Championships",2017
"213","","12","Diana Granados","","55.95","TX","Uplift Hampton Prep","Apr 20","UIL 3A Area 11/12",2017
"214","209.","12","MaQuila Norman","","55.96PR","OH","Lutheran West","Jun 03","OHSAA D2 State Meet",2017
"215","210.","9","Nylah Perry","","55.97PR","NJ","Cherry Hill East","Jun 10","NJSIAA Meet of Champions",2017
"216","","12","Mikayla Koester","","55.97PR","TX","Killeen Shoemaker","Apr 06","UIL 6A District 08 (W-Th)",2017
"217","","9","Alexandria Ruth","","55.97PR","TX","Fort Bend Ridge Point","Apr 07","UIL 6A District 20 (Tu,W,F)",2017
"218","213.","12","Kamiyah Street","","55.98PR","GA","Mays","May 13","GHSA 6A State Championship",2017
"219","214.","11","Asiah Fields","","55.99","AZ","Liberty","Apr 06","38th Sun Angel Track Classic",2017
"220","","10","Kori Carter","","55.99PR","VA","Nansemond River","May 27","VHSL Group 5A South Regional",2017
"221","","11","A'Quacia Nelson","","55.99PR","TX","Dallas Skyline","Apr 20","UIL 6A Area 09/10",2017
"222","","11","Olivia Knox","","55.99PR","AL","Central Tuscaloosa","Apr 01","Falcon Invitational",2017
"223","218.","15-16","Jatana Folston","","56.00","FL","E.O.T.O Elite","Jul 09","USATF Region 4 Junior Olympic Championships",2017
"224","","9","Kailyn Kirkland","","56.00","FL","Paxon","Mar 18","Bob Hayes Invitational",2017
"225","","12","Mikayla Revera","","56.00","CA","Santa Catalina","Apr 22","Top 8 Track Classic",2017
"226","221.","11","Zariah Kitchens","","56.01PR","GA","Miller Grove","Mar 27","DeKalb County Championships",2017
"227","","9","Mykala Perry","","56.01","PA","John Neumann & Maria Goretti","May 18","PIAA District 12 AA Championships",2017
"228","223.","11","Alonna Johnson","","56.02","CA","Quartz Hill","May 13","CIF-SS Division 1 Prelims",2017
"229","","10","Mikeisha Covington","","56.02","IN","Warren Central","Jun 03","IHSAA Girls State Championships",2017
"230","","11","Ta'La Spates","","56.02PR","LA","Brusly","May 06","LHSAA Class 3A State Championship",2017
"231","226.","-","Brahjon Taylor","","56.03","AL","W S Neal","Apr 29","AHSAA 4A Sectional 1",2017
"232","227.","12","Shyann Reynolds","","56.04PR","CA","Glendora","May 20","CIF-SS Division 1 Finals",2017
"233","228.","11","Morgan O'Neal","","56.05PR","AL","Sylacauga","Apr 15","Mountain Brook Invitational",2017
"234","229.","11","Tamiya Roberts","","56.06","GA","McEachern","Apr 29","GHSA 7A Section A",2017
"235","","11","Johnaida Eliscar","","56.06PR","SC","Ridge View","Jun 18","New Balance Nationals Outdoor",2017
"236","","12","Ariel Watson","","56.06PR","TX","Converse Judson","Apr 12","UIL 6A District 27 (Tu-W)",2017
"237","232.","11","Kayla Vogt","","56.08PR","WI","Arrowhead","Jun 03","WIAA D1 State Championships",2017
"238","","10","Destini Pickens","","56.08PR","MS","Long Beach","Apr 01","Mobile Challenge of Champions",2017
"239","","10","Alahna Sabbakhan","","56.08","DC","St John's College","Mar 25","9th Annual Screaming Eagles Invitational",2017
"240","","10","Adriana Shockley","","56.08","VA","Western Branch","Jun 03","VHSL Group 6A State Championship",2017
"241","236.","12","Terri Turner","","56.09","PA","Penn Wood","Apr 21","Abington Jack Armstrong Invitational",2017
"242","","12","Alyssa Lind","","56.09PR","MN","Bloomington Jefferson","Jun 13","MSHSL State Championships",2017
"243","238.","12","Abbey Zastrow","","56.10PR","WI","Arcadia","May 25","WIAA D2 Sectional- Mcfarland",2017
"244","","12","Alexis Smith","","56.10PR","NJ","Roxbury","Jun 03","NJSIAA Group 3 Championships",2017
"245","","12","Autumn Wright","","56.10","CA","Carson","Mar 25","Roosevelt Invitational",2017
"246","241.","11","Hannah Porter","","56.11PR","TX","Austin LBJ","Apr 29","UIL 5A Region IV (F-Sa)",2017
"247","","11","Kyrah Johnson","","56.11","CA","Citrus Valley","May 20","CIF-SS Division 2 Finals",2017
